from,to,common_neighbors,jaccard_coefficient,adamic_adar,preferential_attachment,views_diff,views_ratio,age_diff,same_partner,same_mature,link,prediction,probability
1391,5347,0,0.0,0.0,50,4690,0.2519936204146328,804,1,0,1,0,0.29647353
2590,5042,0,0.0,0.0,84,1510,0.7560975609754875,295,1,1,1,0,0.42249075
2809,1623,1,0.0666666666666666,0.1844836349427226,48,2862,0.7298980747451179,257,1,1,1,0,0.22466528
2354,3044,0,0.0,0.0,54,968,0.2519319938174251,196,1,1,1,0,0.39339092
5897,2667,0,0.0,0.0,9,7681,0.6844159579275778,793,1,0,1,0,0.06856769
1621,2656,0,0.0,0.0,36,22449,0.1027219313321834,33,1,1,1,0,0.27119592
3988,6642,0,0.0,0.0,56,31754,0.0793006465829661,1396,1,1,1,0,0.32478422
358,2798,0,0.0,0.0,105,239660,0.0058736663956594,1798,1,0,1,0,0.3832431
351,6985,0,0.0,0.0,55,7652,0.0477849676455888,179,1,1,1,0,0.36205328
2126,6157,0,0.0,0.0,36,4905,0.2700892857142455,1467,1,1,1,0,0.15788014
2455,4924,0,0.0,0.0,4,2334,0.1915483200553545,499,1,1,1,0,0.10217577
559,6855,0,0.0,0.0,30,104455,0.1692844815931146,1138,1,0,1,0,0.1497099
3757,2715,0,0.0,0.0,66,1809,0.7083198968073672,144,1,1,1,0,0.42693692
4634,3813,0,0.0,0.0,180,2778,0.7874033825667109,216,1,0,1,0,0.44031212
331,2399,0,0.0,0.0,56,30580,0.0396030275431035,1006,1,1,1,0,0.37198067
5402,3386,0,0.0,0.0,114,353530,0.0096727295137303,1761,0,0,1,0,0.4609331
5540,1614,0,0.0,0.0,12,19481,0.134254732912624,1441,1,0,1,0,0.13427866
6368,5350,0,0.0,0.0,255,22036,0.1526244952893615,151,1,0,1,0,0.48978773
4641,2622,0,0.0,0.0,40,920,0.8723463299568651,496,1,0,1,0,0.15888497
3338,5647,1,0.0476190476190476,0.1900168856810646,85,139755,0.1340273259596608,360,1,0,1,0,0.4713252
749,3771,1,0.05,0.152948702070391,110,22052,0.3963978759511579,1058,1,1,1,0,0.27022326
559,2792,0,0.0,0.0,90,10702,0.4972282251244716,1491,1,0,1,0,0.38796115
6873,5177,0,0.0,0.0,51,5321,0.1110925492816386,558,1,1,1,0,0.3731206
2654,6325,0,0.0,0.0,295,10243,0.0570744729816756,1726,1,0,1,0,0.44959557
5434,5035,0,0.0,0.0,24,456,0.890226287915048,979,1,1,1,0,0.124891855
1367,1715,0,0.0,0.0,60,238440,0.0298246327867517,1375,0,0,1,0,0.3940652
2124,902,0,0.0,0.0,8,2065,0.0100671140939549,452,1,0,1,0,0.115241505
5768,3256,0,0.0,0.0,48,311403,0.000651463707374,1227,0,0,1,0,0.37838084
65,3612,0,0.0,0.0,88,30643,0.055889330498812,955,1,1,1,0,0.40630618
